family,session,distance,horizon,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
ORH5,2026-06-02,0.25,5,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.320000000000,0.110000000000,0.320000000000,0.115000000000,0,0.00,0,0,
ORH5,2026-06-02,0.25,15,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.790000000000,0.195000000000,0.790000000000,0.195000000000,1,50.00,0,1,600
ORH5,2026-06-02,0.25,30,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.185000000000,0.465000000000,1.185000000000,0.465000000000,1,50.00,0,1,600
ORH5,2026-06-02,0.50,5,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.320000000000,0.110000000000,0.320000000000,0.115000000000,0,,0,0,
ORH5,2026-06-02,0.50,15,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.790000000000,0.195000000000,0.790000000000,0.195000000000,1,50.00,1,0,240
ORH5,2026-06-02,0.50,30,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.185000000000,0.465000000000,1.185000000000,0.465000000000,1,50.00,1,0,240
ORH5,2026-06-02,1.00,5,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.320000000000,0.110000000000,0.320000000000,0.115000000000,0,,0,0,
ORH5,2026-06-02,1.00,15,2,1,0,0,1,0,50.00,0.00,0.00,50.00,0.00,0,0.790000000000,0.195000000000,0.790000000000,0.195000000000,0,0.00,0,0,
ORH5,2026-06-02,1.00,30,2,1,0,0,1,0,50.00,0.00,0.00,50.00,0.00,0,1.185000000000,0.465000000000,1.185000000000,0.465000000000,0,0.00,0,0,
ORH5,2026-06-03,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-03,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-03,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-03,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-03,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-03,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-03,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-03,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-03,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-04,0.25,5,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.260000000000,0.505000000000,0.410000000000,0.540000000000,0,,0,0,
ORH5,2026-06-04,0.25,15,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.705000000000,0.767500000000,0.855000000000,0.802500000000,0,,0,0,
ORH5,2026-06-04,0.25,30,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.705000000000,1.005000000000,0.855000000000,1.005000000000,0,,0,0,
ORH5,2026-06-04,0.50,5,2,0,1,0,1,0,0.00,50.00,0.00,50.00,0.00,0,0.260000000000,0.505000000000,0.410000000000,0.540000000000,0,,0,0,
ORH5,2026-06-04,0.50,15,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,0.705000000000,0.767500000000,0.855000000000,0.802500000000,1,100.00,0,1,540
ORH5,2026-06-04,0.50,30,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,0.705000000000,1.005000000000,0.855000000000,1.005000000000,1,100.00,0,1,540
ORH5,2026-06-04,1.00,5,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.260000000000,0.505000000000,0.410000000000,0.540000000000,0,,0,0,
ORH5,2026-06-04,1.00,15,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,0.705000000000,0.767500000000,0.855000000000,0.802500000000,1,100.00,0,1,420
ORH5,2026-06-04,1.00,30,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,0.705000000000,1.005000000000,0.855000000000,1.005000000000,1,100.00,0,1,420
ORH5,2026-06-05,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-05,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-05,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-05,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-05,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-05,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-05,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-05,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-05,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-08,0.25,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.110000000000,0.760000000000,0.480000000000,0.760000000000,0,,0,0,
ORH5,2026-06-08,0.25,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.110000000000,0.830000000000,0.480000000000,0.830000000000,0,,0,0,
ORH5,2026-06-08,0.25,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.610000000000,0.830000000000,0.610000000000,0.830000000000,0,,0,0,
ORH5,2026-06-08,0.50,5,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.110000000000,0.760000000000,0.480000000000,0.760000000000,0,,0,0,
ORH5,2026-06-08,0.50,15,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.110000000000,0.830000000000,0.480000000000,0.830000000000,0,,0,0,
ORH5,2026-06-08,0.50,30,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.610000000000,0.830000000000,0.610000000000,0.830000000000,0,,0,0,
ORH5,2026-06-08,1.00,5,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.110000000000,0.760000000000,0.480000000000,0.760000000000,0,,0,0,
ORH5,2026-06-08,1.00,15,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.110000000000,0.830000000000,0.480000000000,0.830000000000,0,,0,0,
ORH5,2026-06-08,1.00,30,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.610000000000,0.830000000000,0.610000000000,0.830000000000,0,,0,0,
ORH5,2026-06-09,0.25,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.040000000000,0.729900000000,0.665000000000,0.729900000000,0,,0,0,
ORH5,2026-06-09,0.25,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.040000000000,2.750000000000,0.665000000000,2.750000000000,0,,0,0,
ORH5,2026-06-09,0.25,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.350000000000,2.750000000000,0.665000000000,2.750000000000,0,,0,0,
ORH5,2026-06-09,0.50,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.040000000000,0.729900000000,0.665000000000,0.729900000000,0,,0,0,
ORH5,2026-06-09,0.50,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.040000000000,2.750000000000,0.665000000000,2.750000000000,0,,0,0,
ORH5,2026-06-09,0.50,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.350000000000,2.750000000000,0.665000000000,2.750000000000,0,,0,0,
ORH5,2026-06-09,1.00,5,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.040000000000,0.729900000000,0.665000000000,0.729900000000,0,,0,0,
ORH5,2026-06-09,1.00,15,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.040000000000,2.750000000000,0.665000000000,2.750000000000,0,,0,0,
ORH5,2026-06-09,1.00,30,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.350000000000,2.750000000000,0.665000000000,2.750000000000,0,,0,0,
ORH5,2026-06-10,0.25,5,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.350000000000,1.494950000000,0.815000000000,1.494950000000,0,,0,0,
ORH5,2026-06-10,0.25,15,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.570000000000,2.630000000000,0.815000000000,2.630000000000,0,,0,0,
ORH5,2026-06-10,0.25,30,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.570000000000,3.884000000000,0.815000000000,3.884000000000,0,,0,0,
ORH5,2026-06-10,0.50,5,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.350000000000,1.494950000000,0.815000000000,1.494950000000,0,,0,0,
ORH5,2026-06-10,0.50,15,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.570000000000,2.630000000000,0.815000000000,2.630000000000,0,,0,0,
ORH5,2026-06-10,0.50,30,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.570000000000,3.884000000000,0.815000000000,3.884000000000,0,,0,0,
ORH5,2026-06-10,1.00,5,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.350000000000,1.494950000000,0.815000000000,1.494950000000,0,,0,0,
ORH5,2026-06-10,1.00,15,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.570000000000,2.630000000000,0.815000000000,2.630000000000,0,,0,0,
ORH5,2026-06-10,1.00,30,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.570000000000,3.884000000000,0.815000000000,3.884000000000,0,,0,0,
ORH5,2026-06-11,0.25,5,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,0,0.515000000000,0.870000000000,0.920000000000,0.870000000000,0,,0,0,
ORH5,2026-06-11,0.25,15,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,0,0.860000000000,1.660000000000,1.410000000000,1.660000000000,0,,0,0,
ORH5,2026-06-11,0.25,30,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,0,1.350000000000,1.660000000000,1.730000000000,1.660000000000,0,,0,0,
ORH5,2026-06-11,0.50,5,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,0,0.515000000000,0.870000000000,0.920000000000,0.870000000000,0,,0,0,
ORH5,2026-06-11,0.50,15,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,0,0.860000000000,1.660000000000,1.410000000000,1.660000000000,0,,0,0,
ORH5,2026-06-11,0.50,30,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,0,1.350000000000,1.660000000000,1.730000000000,1.660000000000,0,,0,0,
ORH5,2026-06-11,1.00,5,5,1,1,1,2,0,20.00,20.00,20.00,40.00,0.00,0,0.515000000000,0.870000000000,0.920000000000,0.870000000000,0,0.00,0,0,
ORH5,2026-06-11,1.00,15,5,2,2,1,0,0,40.00,40.00,20.00,0.00,0.00,0,0.860000000000,1.660000000000,1.410000000000,1.660000000000,1,50.00,0,1,420
ORH5,2026-06-11,1.00,30,5,2,2,1,0,0,40.00,40.00,20.00,0.00,0.00,0,1.350000000000,1.660000000000,1.730000000000,1.660000000000,2,100.00,0,2,960
ORH5,2026-06-12,0.25,5,8,1,0,7,0,0,12.50,0.00,87.50,0.00,0.00,0,0.695000000000,0.765000000000,0.740000000000,0.765000000000,1,100.00,1,0,120
ORH5,2026-06-12,0.25,15,8,1,0,7,0,0,12.50,0.00,87.50,0.00,0.00,0,0.949950000000,0.865000000000,0.949950000000,0.865000000000,1,100.00,1,0,120
ORH5,2026-06-12,0.25,30,8,1,0,7,0,0,12.50,0.00,87.50,0.00,0.00,1,1.195000000000,0.865000000000,1.255000000000,0.865000000000,1,100.00,1,0,120
ORH5,2026-06-12,0.50,5,8,4,3,1,0,0,50.00,37.50,12.50,0.00,0.00,0,0.695000000000,0.765000000000,0.740000000000,0.765000000000,2,50.00,2,0,150
ORH5,2026-06-12,0.50,15,8,4,3,1,0,0,50.00,37.50,12.50,0.00,0.00,0,0.949950000000,0.865000000000,0.949950000000,0.865000000000,3,75.00,2,1,180
ORH5,2026-06-12,0.50,30,8,4,3,1,0,0,50.00,37.50,12.50,0.00,0.00,1,1.195000000000,0.865000000000,1.255000000000,0.865000000000,3,75.00,2,1,180
ORH5,2026-06-12,1.00,5,8,1,0,1,6,0,12.50,0.00,12.50,75.00,0.00,0,0.695000000000,0.765000000000,0.740000000000,0.765000000000,0,0.00,0,0,
ORH5,2026-06-12,1.00,15,8,2,2,1,3,0,25.00,25.00,12.50,37.50,0.00,0,0.949950000000,0.865000000000,0.949950000000,0.865000000000,0,0.00,0,0,
ORH5,2026-06-12,1.00,30,8,4,2,1,1,0,50.00,25.00,12.50,12.50,0.00,1,1.195000000000,0.865000000000,1.255000000000,0.865000000000,1,25.00,0,1,360
ORH5,2026-06-15,0.25,5,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.145000000000,0.385000000000,0.320000000000,0.385000000000,0,,0,0,
ORH5,2026-06-15,0.25,15,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.450000000000,0.697500000000,0.450000000000,0.697500000000,0,,0,0,
ORH5,2026-06-15,0.25,30,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.585000000000,0.790000000000,0.585000000000,0.790000000000,0,,0,0,
ORH5,2026-06-15,0.50,5,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.145000000000,0.385000000000,0.320000000000,0.385000000000,0,,0,0,
ORH5,2026-06-15,0.50,15,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.450000000000,0.697500000000,0.450000000000,0.697500000000,0,,0,0,
ORH5,2026-06-15,0.50,30,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.585000000000,0.790000000000,0.585000000000,0.790000000000,0,,0,0,
ORH5,2026-06-15,1.00,5,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.145000000000,0.385000000000,0.320000000000,0.385000000000,0,,0,0,
ORH5,2026-06-15,1.00,15,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.450000000000,0.697500000000,0.450000000000,0.697500000000,0,,0,0,
ORH5,2026-06-15,1.00,30,2,0,1,0,1,0,0.00,50.00,0.00,50.00,0.00,0,0.585000000000,0.790000000000,0.585000000000,0.790000000000,0,,0,0,
ORH5,2026-06-16,0.25,5,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.620000000000,0,0.620000000000,0.010000000000,0,0.00,0,0,
ORH5,2026-06-16,0.25,15,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.740000000000,0.050000000000,0.740000000000,0.050000000000,0,0.00,0,0,
ORH5,2026-06-16,0.25,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.390000000000,0.050000000000,1.390000000000,0.050000000000,0,0.00,0,0,
ORH5,2026-06-16,0.50,5,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.620000000000,0,0.620000000000,0.010000000000,0,0.00,0,0,
ORH5,2026-06-16,0.50,15,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.740000000000,0.050000000000,0.740000000000,0.050000000000,0,0.00,0,0,
ORH5,2026-06-16,0.50,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.390000000000,0.050000000000,1.390000000000,0.050000000000,0,0.00,0,0,
ORH5,2026-06-16,1.00,5,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.620000000000,0,0.620000000000,0.010000000000,0,,0,0,
ORH5,2026-06-16,1.00,15,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.740000000000,0.050000000000,0.740000000000,0.050000000000,0,,0,0,
ORH5,2026-06-16,1.00,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.390000000000,0.050000000000,1.390000000000,0.050000000000,0,0.00,0,0,
ORH5,2026-06-17,0.25,5,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.165000000000,0.350000000000,0.262500000000,0.350000000000,0,,0,0,
ORH5,2026-06-17,0.25,15,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.710000000000,0.640000000000,0.710000000000,0.640000000000,0,,0,0,
ORH5,2026-06-17,0.25,30,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,1.919950000000,0.640000000000,1.919950000000,0.640000000000,0,,0,0,
ORH5,2026-06-17,0.50,5,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.165000000000,0.350000000000,0.262500000000,0.350000000000,0,,0,0,
ORH5,2026-06-17,0.50,15,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,0.710000000000,0.640000000000,0.710000000000,0.640000000000,0,0.00,0,0,
ORH5,2026-06-17,0.50,30,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,1.919950000000,0.640000000000,1.919950000000,0.640000000000,0,0.00,0,0,
ORH5,2026-06-17,1.00,5,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.165000000000,0.350000000000,0.262500000000,0.350000000000,0,,0,0,
ORH5,2026-06-17,1.00,15,2,1,0,0,1,0,50.00,0.00,0.00,50.00,0.00,0,0.710000000000,0.640000000000,0.710000000000,0.640000000000,0,0.00,0,0,
ORH5,2026-06-17,1.00,30,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.919950000000,0.640000000000,1.919950000000,0.640000000000,0,0.00,0,0,
ORH5,2026-06-18,0.25,5,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0,1.640000000000,0.030000000000,0,0.00,0,0,
ORH5,2026-06-18,0.25,15,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0,1.640000000000,0.030000000000,0,0.00,0,0,
ORH5,2026-06-18,0.25,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0,1.640000000000,0.030000000000,0,0.00,0,0,
ORH5,2026-06-18,0.50,5,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0,1.640000000000,0.030000000000,0,0.00,0,0,
ORH5,2026-06-18,0.50,15,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0,1.640000000000,0.030000000000,0,0.00,0,0,
ORH5,2026-06-18,0.50,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0,1.640000000000,0.030000000000,0,0.00,0,0,
ORH5,2026-06-18,1.00,5,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0,1.640000000000,0.030000000000,0,0.00,0,0,
ORH5,2026-06-18,1.00,15,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0,1.640000000000,0.030000000000,0,0.00,0,0,
ORH5,2026-06-18,1.00,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0,1.640000000000,0.030000000000,0,0.00,0,0,
ORH5,2026-06-22,0.25,5,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.370600000000,0.820000000000,0.495600000000,0.820000000000,0,,0,0,
ORH5,2026-06-22,0.25,15,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.745000000000,1.560000000000,0.870000000000,1.560000000000,0,,0,0,
ORH5,2026-06-22,0.25,30,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.745000000000,2.490000000000,0.870000000000,2.490000000000,0,,0,0,
ORH5,2026-06-22,0.50,5,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.370600000000,0.820000000000,0.495600000000,0.820000000000,0,,0,0,
ORH5,2026-06-22,0.50,15,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.745000000000,1.560000000000,0.870000000000,1.560000000000,0,,0,0,
ORH5,2026-06-22,0.50,30,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.745000000000,2.490000000000,0.870000000000,2.490000000000,0,,0,0,
ORH5,2026-06-22,1.00,5,2,0,1,0,1,0,0.00,50.00,0.00,50.00,0.00,0,0.370600000000,0.820000000000,0.495600000000,0.820000000000,0,,0,0,
ORH5,2026-06-22,1.00,15,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,0.745000000000,1.560000000000,0.870000000000,1.560000000000,1,100.00,1,0,300
ORH5,2026-06-22,1.00,30,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,0.745000000000,2.490000000000,0.870000000000,2.490000000000,1,100.00,1,0,300
ORH5,2026-06-23,0.25,5,5,1,0,4,0,0,20.00,0.00,80.00,0.00,0.00,0,0.430000000000,0.310000000000,0.530000000000,0.310000000000,0,0.00,0,0,
ORH5,2026-06-23,0.25,15,5,1,0,4,0,0,20.00,0.00,80.00,0.00,0.00,1,1.050000000000,0.730000000000,1.050000000000,0.730000000000,0,0.00,0,0,
ORH5,2026-06-23,0.25,30,5,1,0,4,0,0,20.00,0.00,80.00,0.00,0.00,1,1.330000000000,0.730000000000,1.330000000000,0.730000000000,0,0.00,0,0,
ORH5,2026-06-23,0.50,5,5,2,2,1,0,0,40.00,40.00,20.00,0.00,0.00,0,0.430000000000,0.310000000000,0.530000000000,0.310000000000,0,0.00,0,0,
ORH5,2026-06-23,0.50,15,5,2,2,1,0,0,40.00,40.00,20.00,0.00,0.00,1,1.050000000000,0.730000000000,1.050000000000,0.730000000000,1,50.00,0,1,540
ORH5,2026-06-23,0.50,30,5,2,2,1,0,0,40.00,40.00,20.00,0.00,0.00,1,1.330000000000,0.730000000000,1.330000000000,0.730000000000,1,50.00,0,1,540
ORH5,2026-06-23,1.00,5,5,0,1,0,4,0,0.00,20.00,0.00,80.00,0.00,0,0.430000000000,0.310000000000,0.530000000000,0.310000000000,0,,0,0,
ORH5,2026-06-23,1.00,15,5,3,1,0,1,0,60.00,20.00,0.00,20.00,0.00,1,1.050000000000,0.730000000000,1.050000000000,0.730000000000,1,33.33,1,0,300
ORH5,2026-06-23,1.00,30,5,4,1,0,0,0,80.00,20.00,0.00,0.00,0.00,1,1.330000000000,0.730000000000,1.330000000000,0.730000000000,2,50.00,1,1,630
ORH5,2026-06-24,0.25,5,3,1,0,2,0,0,33.33,0.00,66.67,0.00,0.00,0,0.494900000000,0.140000000000,0.494900000000,0.140000000000,0,0.00,0,0,
ORH5,2026-06-24,0.25,15,3,1,0,2,0,0,33.33,0.00,66.67,0.00,0.00,0,0.990000000000,0.785000000000,0.990000000000,0.785000000000,1,100.00,0,1,660
ORH5,2026-06-24,0.25,30,3,1,0,2,0,0,33.33,0.00,66.67,0.00,0.00,0,0.990000000000,1.760000000000,0.990000000000,1.760000000000,1,100.00,0,1,660
ORH5,2026-06-24,0.50,5,3,0,1,1,1,0,0.00,33.33,33.33,33.33,0.00,0,0.494900000000,0.140000000000,0.494900000000,0.140000000000,0,,0,0,
ORH5,2026-06-24,0.50,15,3,1,1,1,0,0,33.33,33.33,33.33,0.00,0.00,0,0.990000000000,0.785000000000,0.990000000000,0.785000000000,1,100.00,1,0,300
ORH5,2026-06-24,0.50,30,3,1,1,1,0,0,33.33,33.33,33.33,0.00,0.00,0,0.990000000000,1.760000000000,0.990000000000,1.760000000000,1,100.00,1,0,300
ORH5,2026-06-24,1.00,5,3,1,1,0,1,0,33.33,33.33,0.00,33.33,0.00,0,0.494900000000,0.140000000000,0.494900000000,0.140000000000,0,0.00,0,0,
ORH5,2026-06-24,1.00,15,3,1,1,0,1,0,33.33,33.33,0.00,33.33,0.00,0,0.990000000000,0.785000000000,0.990000000000,0.785000000000,0,0.00,0,0,
ORH5,2026-06-24,1.00,30,3,1,2,0,0,0,33.33,66.67,0.00,0.00,0.00,0,0.990000000000,1.760000000000,0.990000000000,1.760000000000,1,100.00,0,1,900
ORH5,2026-06-25,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-25,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-25,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-25,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-25,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-25,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-25,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-25,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-25,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,2026-06-26,0.25,5,2,1,0,1,0,0,50.00,0.00,50.00,0.00,0.00,1,0.600000000000,0.355000000000,2.472500000000,6.610000000000,0,0.00,0,0,
ORH5,2026-06-26,0.25,15,2,1,0,1,0,0,50.00,0.00,50.00,0.00,0.00,1,0.600000000000,1.450000000000,2.472500000000,7.705000000000,1,100.00,0,1,540
ORH5,2026-06-26,0.25,30,2,1,0,1,0,0,50.00,0.00,50.00,0.00,0.00,1,0.600000000000,2.240000000000,2.472500000000,8.495000000000,1,100.00,0,1,540
ORH5,2026-06-26,0.50,5,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,1,0.600000000000,0.355000000000,2.472500000000,6.610000000000,0,,0,0,
ORH5,2026-06-26,0.50,15,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,1,0.600000000000,1.450000000000,2.472500000000,7.705000000000,0,,0,0,
ORH5,2026-06-26,0.50,30,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,1,0.600000000000,2.240000000000,2.472500000000,8.495000000000,0,,0,0,
ORH5,2026-06-26,1.00,5,2,1,0,1,0,0,50.00,0.00,50.00,0.00,0.00,1,0.600000000000,0.355000000000,2.472500000000,6.610000000000,0,0.00,0,0,
ORH5,2026-06-26,1.00,15,2,1,0,1,0,0,50.00,0.00,50.00,0.00,0.00,1,0.600000000000,1.450000000000,2.472500000000,7.705000000000,1,100.00,0,1,420
ORH5,2026-06-26,1.00,30,2,1,0,1,0,0,50.00,0.00,50.00,0.00,0.00,1,0.600000000000,2.240000000000,2.472500000000,8.495000000000,1,100.00,0,1,420
ORH5,2026-06-29,0.25,5,3,0,1,1,1,0,0.00,33.33,33.33,33.33,0.00,0,0.160000000000,0.370000000000,0.230000000000,0.370000000000,0,,0,0,
ORH5,2026-06-29,0.25,15,3,0,2,1,0,0,0.00,66.67,33.33,0.00,0.00,0,0.320000000000,0.460000000000,0.320000000000,0.460000000000,0,,0,0,
ORH5,2026-06-29,0.25,30,3,0,2,1,0,0,0.00,66.67,33.33,0.00,0.00,0,0.508000000000,1.135000000000,0.508000000000,1.135000000000,0,,0,0,
ORH5,2026-06-29,0.50,5,3,0,1,0,2,0,0.00,33.33,0.00,66.67,0.00,0,0.160000000000,0.370000000000,0.230000000000,0.370000000000,0,,0,0,
