event_id,session_date,direction,first_price,strong_price,entry_disadvantage,first_entry_timestamp,strong_entry_timestamp,delay_minutes,entry_comparison,first_mfe,strong_mfe,first_mae,strong_mae,first_eod_move,strong_eod_move,mfe_lost,mae_improvement,same_pair_excursions_available,first_minutes_to_reclaim,strong_minutes_to_reclaim,first_entry_status,strong_entry_status,first_signal_known_at,strong_signal_known_at,first_outcome.0.25/0.25,first_outcome.0.25/0.25.favorable_hit,first_outcome.0.25/0.25.adverse_hit,first_outcome.0.50/0.25,first_outcome.0.50/0.25.favorable_hit,first_outcome.0.50/0.25.adverse_hit,first_outcome.0.75/0.25,first_outcome.0.75/0.25.favorable_hit,first_outcome.0.75/0.25.adverse_hit,first_outcome.1.00/0.25,first_outcome.1.00/0.25.favorable_hit,first_outcome.1.00/0.25.adverse_hit,first_outcome.0.50/0.30,first_outcome.0.50/0.30.favorable_hit,first_outcome.0.50/0.30.adverse_hit,first_outcome.0.75/0.30,first_outcome.0.75/0.30.favorable_hit,first_outcome.0.75/0.30.adverse_hit,first_outcome.1.00/0.30,first_outcome.1.00/0.30.favorable_hit,first_outcome.1.00/0.30.adverse_hit,first_outcome.1.50/0.30,first_outcome.1.50/0.30.favorable_hit,first_outcome.1.50/0.30.adverse_hit,first_outcome.2.00/0.30,first_outcome.2.00/0.30.favorable_hit,first_outcome.2.00/0.30.adverse_hit,strong_outcome.0.25/0.25,strong_outcome.0.25/0.25.favorable_hit,strong_outcome.0.25/0.25.adverse_hit,strong_outcome.0.50/0.25,strong_outcome.0.50/0.25.favorable_hit,strong_outcome.0.50/0.25.adverse_hit,strong_outcome.0.75/0.25,strong_outcome.0.75/0.25.favorable_hit,strong_outcome.0.75/0.25.adverse_hit,strong_outcome.1.00/0.25,strong_outcome.1.00/0.25.favorable_hit,strong_outcome.1.00/0.25.adverse_hit,strong_outcome.0.50/0.30,strong_outcome.0.50/0.30.favorable_hit,strong_outcome.0.50/0.30.adverse_hit,strong_outcome.0.75/0.30,strong_outcome.0.75/0.30.favorable_hit,strong_outcome.0.75/0.30.adverse_hit,strong_outcome.1.00/0.30,strong_outcome.1.00/0.30.favorable_hit,strong_outcome.1.00/0.30.adverse_hit,strong_outcome.1.50/0.30,strong_outcome.1.50/0.30.favorable_hit,strong_outcome.1.50/0.30.adverse_hit,strong_outcome.2.00/0.30,strong_outcome.2.00/0.30.favorable_hit,strong_outcome.2.00/0.30.adverse_hit
SPY:2026-04-15:SHORT:2026-04-15T13:44:00+00:00:v1,2026-04-15,SHORT,694.395000000000,695.030000000000,-0.635000000000,2026-04-15T13:45:00Z,2026-04-15T13:50:00Z,5,BETTER,0.015000000000,0.510000000000,5.885000000000,5.250000000000,-5.445000000000,-4.810000000000,-0.495000000000,0.635000000000,True,15,10,AVAILABLE,AVAILABLE,2026-04-15T13:45:00Z,2026-04-15T13:50:00Z,ADVERSE_FIRST,,2026-04-15T13:45:00Z,ADVERSE_FIRST,,2026-04-15T13:45:00Z,ADVERSE_FIRST,,2026-04-15T13:45:00Z,ADVERSE_FIRST,,2026-04-15T13:45:00Z,ADVERSE_FIRST,,2026-04-15T13:45:00Z,ADVERSE_FIRST,,2026-04-15T13:45:00Z,ADVERSE_FIRST,,2026-04-15T13:45:00Z,ADVERSE_FIRST,,2026-04-15T13:45:00Z,ADVERSE_FIRST,,2026-04-15T13:45:00Z,FAVORABLE_FIRST,2026-04-15T13:52:00Z,2026-04-15T13:57:00Z,FAVORABLE_FIRST,2026-04-15T13:52:00Z,2026-04-15T13:57:00Z,ADVERSE_FIRST,,2026-04-15T13:57:00Z,ADVERSE_FIRST,,2026-04-15T13:57:00Z,FAVORABLE_FIRST,2026-04-15T13:52:00Z,2026-04-15T13:57:00Z,ADVERSE_FIRST,,2026-04-15T13:57:00Z,ADVERSE_FIRST,,2026-04-15T13:57:00Z,ADVERSE_FIRST,,2026-04-15T13:57:00Z,ADVERSE_FIRST,,2026-04-15T13:57:00Z
SPY:2026-04-15:LONG:2026-04-15T14:14:00+00:00:v1,2026-04-15,LONG,695.950000000000,695.870000000000,-0.080000000000,2026-04-15T14:15:00Z,2026-04-15T14:20:00Z,5,BETTER,4.330000000000,4.410000000000,0.250000000000,0.170000000000,3.890000000000,3.970000000000,-0.080000000000,0.080000000000,True,,,AVAILABLE,AVAILABLE,2026-04-15T14:15:00Z,2026-04-15T14:20:00Z,FAVORABLE_FIRST,2026-04-15T14:16:00Z,2026-04-15T16:56:00Z,FAVORABLE_FIRST,2026-04-15T14:23:00Z,2026-04-15T16:56:00Z,FAVORABLE_FIRST,2026-04-15T14:24:00Z,2026-04-15T16:56:00Z,FAVORABLE_FIRST,2026-04-15T14:30:00Z,2026-04-15T16:56:00Z,FAVORABLE_FIRST,2026-04-15T14:23:00Z,,FAVORABLE_FIRST,2026-04-15T14:24:00Z,,FAVORABLE_FIRST,2026-04-15T14:30:00Z,,FAVORABLE_FIRST,2026-04-15T15:22:00Z,,FAVORABLE_FIRST,2026-04-15T17:36:00Z,,FAVORABLE_FIRST,2026-04-15T14:21:00Z,,FAVORABLE_FIRST,2026-04-15T14:22:00Z,,FAVORABLE_FIRST,2026-04-15T14:24:00Z,,FAVORABLE_FIRST,2026-04-15T14:24:00Z,,FAVORABLE_FIRST,2026-04-15T14:22:00Z,,FAVORABLE_FIRST,2026-04-15T14:24:00Z,,FAVORABLE_FIRST,2026-04-15T14:24:00Z,,FAVORABLE_FIRST,2026-04-15T15:15:00Z,,FAVORABLE_FIRST,2026-04-15T17:36:00Z,
SPY:2026-04-16:SHORT:2026-04-16T13:50:00+00:00:v1,2026-04-16,SHORT,698.770000000000,699.470000000000,-0.700000000000,2026-04-16T13:55:00Z,2026-04-16T14:00:00Z,5,BETTER,0.240000000000,0.818000000000,4.010000000000,3.310000000000,-2.780000000000,-2.080000000000,-0.578000000000,0.700000000000,True,70,65,AVAILABLE,AVAILABLE,2026-04-16T13:55:00Z,2026-04-16T14:00:00Z,ADVERSE_FIRST,,2026-04-16T13:55:00Z,ADVERSE_FIRST,,2026-04-16T13:55:00Z,ADVERSE_FIRST,,2026-04-16T13:55:00Z,ADVERSE_FIRST,,2026-04-16T13:55:00Z,ADVERSE_FIRST,,2026-04-16T13:56:00Z,ADVERSE_FIRST,,2026-04-16T13:56:00Z,ADVERSE_FIRST,,2026-04-16T13:56:00Z,ADVERSE_FIRST,,2026-04-16T13:56:00Z,ADVERSE_FIRST,,2026-04-16T13:56:00Z,FAVORABLE_FIRST,2026-04-16T14:00:00Z,2026-04-16T14:07:00Z,FAVORABLE_FIRST,2026-04-16T14:00:00Z,2026-04-16T14:07:00Z,FAVORABLE_FIRST,2026-04-16T14:01:00Z,2026-04-16T14:07:00Z,ADVERSE_FIRST,,2026-04-16T14:07:00Z,FAVORABLE_FIRST,2026-04-16T14:00:00Z,2026-04-16T14:08:00Z,FAVORABLE_FIRST,2026-04-16T14:01:00Z,2026-04-16T14:08:00Z,ADVERSE_FIRST,,2026-04-16T14:08:00Z,ADVERSE_FIRST,,2026-04-16T14:08:00Z,ADVERSE_FIRST,,2026-04-16T14:08:00Z
SPY:2026-04-16:LONG:2026-04-16T15:10:00+00:00:v1,2026-04-16,LONG,701.420000000000,701.370000000000,-0.050000000000,2026-04-16T15:15:00Z,2026-04-16T15:20:00Z,5,BETTER,1.360000000000,1.410000000000,1.946300000000,1.896300000000,0.130000000000,0.180000000000,-0.050000000000,0.050000000000,True,15,10,AVAILABLE,AVAILABLE,2026-04-16T15:15:00Z,2026-04-16T15:20:00Z,FAVORABLE_FIRST,2026-04-16T15:15:00Z,2026-04-16T15:29:00Z,FAVORABLE_FIRST,2026-04-16T15:15:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T15:37:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T16:00:00Z,2026-04-16T15:29:00Z,FAVORABLE_FIRST,2026-04-16T15:15:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T15:37:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T16:00:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,,2026-04-16T15:29:00Z,ADVERSE_FIRST,,2026-04-16T15:29:00Z,FAVORABLE_FIRST,2026-04-16T15:21:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T15:36:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T15:37:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T16:00:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T15:36:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T15:37:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,2026-04-16T16:00:00Z,2026-04-16T15:29:00Z,ADVERSE_FIRST,,2026-04-16T15:29:00Z,ADVERSE_FIRST,,2026-04-16T15:29:00Z
SPY:2026-04-16:LONG:2026-04-16T15:35:00+00:00:v1,2026-04-16,LONG,701.670000000000,701.405000000000,-0.265000000000,2026-04-16T15:40:00Z,2026-04-16T15:45:00Z,5,BETTER,1.110000000000,1.375000000000,2.196300000000,1.931300000000,-0.120000000000,0.145000000000,-0.265000000000,0.265000000000,True,10,5,AVAILABLE,AVAILABLE,2026-04-16T15:40:00Z,2026-04-16T15:45:00Z,ADVERSE_FIRST,2026-04-16T15:55:00Z,2026-04-16T15:40:00Z,ADVERSE_FIRST,2026-04-16T15:57:00Z,2026-04-16T15:40:00Z,ADVERSE_FIRST,2026-04-16T16:00:00Z,2026-04-16T15:40:00Z,ADVERSE_FIRST,2026-04-16T16:18:00Z,2026-04-16T15:40:00Z,ADVERSE_FIRST,2026-04-16T15:57:00Z,2026-04-16T15:40:00Z,ADVERSE_FIRST,2026-04-16T16:00:00Z,2026-04-16T15:40:00Z,ADVERSE_FIRST,2026-04-16T16:18:00Z,2026-04-16T15:40:00Z,ADVERSE_FIRST,,2026-04-16T15:40:00Z,ADVERSE_FIRST,,2026-04-16T15:40:00Z,ADVERSE_FIRST,2026-04-16T15:51:00Z,2026-04-16T15:49:00Z,ADVERSE_FIRST,2026-04-16T15:55:00Z,2026-04-16T15:49:00Z,ADVERSE_FIRST,2026-04-16T15:56:00Z,2026-04-16T15:49:00Z,ADVERSE_FIRST,2026-04-16T16:00:00Z,2026-04-16T15:49:00Z,ADVERSE_FIRST,2026-04-16T15:55:00Z,2026-04-16T15:49:00Z,ADVERSE_FIRST,2026-04-16T15:56:00Z,2026-04-16T15:49:00Z,ADVERSE_FIRST,2026-04-16T16:00:00Z,2026-04-16T15:49:00Z,ADVERSE_FIRST,,2026-04-16T15:49:00Z,ADVERSE_FIRST,,2026-04-16T15:49:00Z
SPY:2026-04-16:LONG:2026-04-16T15:50:00+00:00:v1,2026-04-16,LONG,701.720000000000,702.220000000000,0.500000000000,2026-04-16T15:55:00Z,2026-04-16T16:00:00Z,5,WORSE,1.060000000000,0.560000000000,2.246300000000,2.746300000000,-0.170000000000,-0.670000000000,0.500000000000,-0.500000000000,True,40,35,AVAILABLE,AVAILABLE,2026-04-16T15:55:00Z,2026-04-16T16:00:00Z,FAVORABLE_FIRST,2026-04-16T15:55:00Z,2026-04-16T16:33:00Z,FAVORABLE_FIRST,2026-04-16T15:58:00Z,2026-04-16T16:33:00Z,FAVORABLE_FIRST,2026-04-16T16:00:00Z,2026-04-16T16:33:00Z,FAVORABLE_FIRST,2026-04-16T16:19:00Z,2026-04-16T16:33:00Z,FAVORABLE_FIRST,2026-04-16T15:58:00Z,2026-04-16T16:33:00Z,FAVORABLE_FIRST,2026-04-16T16:00:00Z,2026-04-16T16:33:00Z,FAVORABLE_FIRST,2026-04-16T16:19:00Z,2026-04-16T16:33:00Z,ADVERSE_FIRST,,2026-04-16T16:33:00Z,ADVERSE_FIRST,,2026-04-16T16:33:00Z,FAVORABLE_FIRST,2026-04-16T16:00:00Z,2026-04-16T16:23:00Z,FAVORABLE_FIRST,2026-04-16T16:19:00Z,2026-04-16T16:23:00Z,ADVERSE_FIRST,,2026-04-16T16:23:00Z,ADVERSE_FIRST,,2026-04-16T16:23:00Z,FAVORABLE_FIRST,2026-04-16T16:19:00Z,2026-04-16T16:23:00Z,ADVERSE_FIRST,,2026-04-16T16:23:00Z,ADVERSE_FIRST,,2026-04-16T16:23:00Z,ADVERSE_FIRST,,2026-04-16T16:23:00Z,ADVERSE_FIRST,,2026-04-16T16:23:00Z
SPY:2026-04-16:LONG:2026-04-16T16:36:00+00:00:v1,2026-04-16,LONG,701.637500000000,701.370000000000,-0.267500000000,2026-04-16T16:40:00Z,2026-04-16T16:45:00Z,5,BETTER,0.302500000000,0.570000000000,2.163800000000,1.896300000000,-0.087500000000,0.180000000000,-0.267500000000,0.267500000000,True,15,10,AVAILABLE,AVAILABLE,2026-04-16T16:40:00Z,2026-04-16T16:45:00Z,ADVERSE_FIRST,2026-04-16T19:50:00Z,2026-04-16T16:41:00Z,ADVERSE_FIRST,,2026-04-16T16:41:00Z,ADVERSE_FIRST,,2026-04-16T16:41:00Z,ADVERSE_FIRST,,2026-04-16T16:41:00Z,ADVERSE_FIRST,,2026-04-16T16:41:00Z,ADVERSE_FIRST,,2026-04-16T16:41:00Z,ADVERSE_FIRST,,2026-04-16T16:41:00Z,ADVERSE_FIRST,,2026-04-16T16:41:00Z,ADVERSE_FIRST,,2026-04-16T16:41:00Z,FAVORABLE_FIRST,2026-04-16T16:46:00Z,2026-04-16T16:52:00Z,ADVERSE_FIRST,2026-04-16T19:50:00Z,2026-04-16T16:52:00Z,ADVERSE_FIRST,,2026-04-16T16:52:00Z,ADVERSE_FIRST,,2026-04-16T16:52:00Z,ADVERSE_FIRST,2026-04-16T19:50:00Z,2026-04-16T16:53:00Z,ADVERSE_FIRST,,2026-04-16T16:53:00Z,ADVERSE_FIRST,,2026-04-16T16:53:00Z,ADVERSE_FIRST,,2026-04-16T16:53:00Z,ADVERSE_FIRST,,2026-04-16T16:53:00Z
SPY:2026-04-16:SHORT:2026-04-16T17:13:00+00:00:v1,2026-04-16,SHORT,700.050000000000,700.170000000000,-0.120000000000,2026-04-16T17:15:00Z,2026-04-16T17:20:00Z,5,BETTER,0.576300000000,0.696300000000,1.890000000000,1.770000000000,-1.500000000000,-1.380000000000,-0.120000000000,0.120000000000,True,10,5,AVAILABLE,AVAILABLE,2026-04-16T17:15:00Z,2026-04-16T17:20:00Z,ADVERSE_FIRST,2026-04-16T18:26:00Z,2026-04-16T17:24:00Z,ADVERSE_FIRST,2026-04-16T18:27:00Z,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,2026-04-16T18:27:00Z,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,2026-04-16T18:24:00Z,2026-04-16T17:24:00Z,ADVERSE_FIRST,2026-04-16T18:27:00Z,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,2026-04-16T18:27:00Z,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z,ADVERSE_FIRST,,2026-04-16T17:24:00Z
SPY:2026-04-16:LONG:2026-04-16T17:42:00+00:00:v1,2026-04-16,LONG,701.370000000000,701.475000000000,0.105000000000,2026-04-16T17:45:00Z,2026-04-16T17:50:00Z,5,WORSE,0.570000000000,0.465000000000,1.896300000000,2.001300000000,0.180000000000,0.075000000000,0.105000000000,-0.105000000000,True,10,5,AVAILABLE,AVAILABLE,2026-04-16T17:45:00Z,2026-04-16T17:50:00Z,ADVERSE_FIRST,2026-04-16T19:48:00Z,2026-04-16T17:54:00Z,ADVERSE_FIRST,2026-04-16T19:50:00Z,2026-04-16T17:54:00Z,ADVERSE_FIRST,,2026-04-16T17:54:00Z,ADVERSE_FIRST,,2026-04-16T17:54:00Z,ADVERSE_FIRST,2026-04-16T19:50:00Z,2026-04-16T17:55:00Z,ADVERSE_FIRST,,2026-04-16T17:55:00Z,ADVERSE_FIRST,,2026-04-16T17:55:00Z,ADVERSE_FIRST,,2026-04-16T17:55:00Z,ADVERSE_FIRST,,2026-04-16T17:55:00Z,ADVERSE_FIRST,2026-04-16T19:50:00Z,2026-04-16T17:52:00Z,ADVERSE_FIRST,,2026-04-16T17:52:00Z,ADVERSE_FIRST,,2026-04-16T17:52:00Z,ADVERSE_FIRST,,2026-04-16T17:52:00Z,ADVERSE_FIRST,,2026-04-16T17:52:00Z,ADVERSE_FIRST,,2026-04-16T17:52:00Z,ADVERSE_FIRST,,2026-04-16T17:52:00Z,ADVERSE_FIRST,,2026-04-16T17:52:00Z,ADVERSE_FIRST,,2026-04-16T17:52:00Z
SPY:2026-04-16:SHORT:2026-04-16T18:15:00+00:00:v1,2026-04-16,SHORT,700.390000000000,699.920000000000,0.470000000000,2026-04-16T18:20:00Z,2026-04-16T18:25:00Z,5,WORSE,0.916300000000,0.446300000000,1.550000000000,2.020000000000,-1.160000000000,-1.630000000000,0.470000000000,-0.470000000000,True,20,15,AVAILABLE,AVAILABLE,2026-04-16T18:20:00Z,2026-04-16T18:25:00Z,FAVORABLE_FIRST,2026-04-16T18:23:00Z,2026-04-16T18:39:00Z,FAVORABLE_FIRST,2026-04-16T18:24:00Z,2026-04-16T18:39:00Z,FAVORABLE_FIRST,2026-04-16T18:27:00Z,2026-04-16T18:39:00Z,ADVERSE_FIRST,,2026-04-16T18:39:00Z,FAVORABLE_FIRST,2026-04-16T18:24:00Z,2026-04-16T18:39:00Z,FAVORABLE_FIRST,2026-04-16T18:27:00Z,2026-04-16T18:39:00Z,ADVERSE_FIRST,,2026-04-16T18:39:00Z,ADVERSE_FIRST,,2026-04-16T18:39:00Z,ADVERSE_FIRST,,2026-04-16T18:39:00Z,FAVORABLE_FIRST,2026-04-16T18:27:00Z,2026-04-16T18:31:00Z,ADVERSE_FIRST,,2026-04-16T18:31:00Z,ADVERSE_FIRST,,2026-04-16T18:31:00Z,ADVERSE_FIRST,,2026-04-16T18:31:00Z,ADVERSE_FIRST,,2026-04-16T18:31:00Z,ADVERSE_FIRST,,2026-04-16T18:31:00Z,ADVERSE_FIRST,,2026-04-16T18:31:00Z,ADVERSE_FIRST,,2026-04-16T18:31:00Z,ADVERSE_FIRST,,2026-04-16T18:31:00Z
SPY:2026-04-16:LONG:2026-04-16T19:35:00+00:00:v1,2026-04-16,LONG,701.415300000000,701.320000000000,-0.095300000000,2026-04-16T19:40:00Z,2026-04-16T19:45:00Z,5,BETTER,0.524700000000,0.620000000000,0.275300000000,0.180000000000,0.134700000000,0.230000000000,-0.095300000000,0.095300000000,True,,,AVAILABLE,AVAILABLE,2026-04-16T19:40:00Z,2026-04-16T19:45:00Z,ADVERSE_FIRST,2026-04-16T19:50:00Z,2026-04-16T19:45:00Z,ADVERSE_FIRST,2026-04-16T19:50:00Z,2026-04-16T19:45:00Z,ADVERSE_FIRST,,2026-04-16T19:45:00Z,ADVERSE_FIRST,,2026-04-16T19:45:00Z,FAVORABLE_FIRST,2026-04-16T19:50:00Z,,NEITHER,,,NEITHER,,,NEITHER,,,NEITHER,,,FAVORABLE_FIRST,2026-04-16T19:46:00Z,,FAVORABLE_FIRST,2026-04-16T19:50:00Z,,NEITHER,,,NEITHER,,,FAVORABLE_FIRST,2026-04-16T19:50:00Z,,NEITHER,,,NEITHER,,,NEITHER,,,NEITHER,,
SPY:2026-04-17:LONG:2026-04-17T13:50:00+00:00:v1,2026-04-17,LONG,707.725000000000,708.350000000000,0.625000000000,2026-04-17T13:55:00Z,2026-04-17T14:00:00Z,5,WORSE,4.665000000000,4.040000000000,0.215000000000,0.200000000000,2.315000000000,1.690000000000,0.625000000000,0.015000000000,True,,,AVAILABLE,AVAILABLE,2026-04-17T13:55:00Z,2026-04-17T14:00:00Z,FAVORABLE_FIRST,2026-04-17T13:56:00Z,,FAVORABLE_FIRST,2026-04-17T13:57:00Z,,FAVORABLE_FIRST,2026-04-17T14:00:00Z,,FAVORABLE_FIRST,2026-04-17T14:04:00Z,,FAVORABLE_FIRST,2026-04-17T13:57:00Z,,FAVORABLE_FIRST,2026-04-17T14:00:00Z,,FAVORABLE_FIRST,2026-04-17T14:04:00Z,,FAVORABLE_FIRST,2026-04-17T14:10:00Z,,FAVORABLE_FIRST,2026-04-17T14:33:00Z,,FAVORABLE_FIRST,2026-04-17T14:01:00Z,,FAVORABLE_FIRST,2026-04-17T14:04:00Z,,FAVORABLE_FIRST,2026-04-17T14:07:00Z,,FAVORABLE_FIRST,2026-04-17T14:10:00Z,,FAVORABLE_FIRST,2026-04-17T14:04:00Z,,FAVORABLE_FIRST,2026-04-17T14:07:00Z,,FAVORABLE_FIRST,2026-04-17T14:10:00Z,,FAVORABLE_FIRST,2026-04-17T14:33:00Z,,FAVORABLE_FIRST,2026-04-17T14:40:00Z,
SPY:2026-04-20:LONG:2026-04-20T13:54:00+00:00:v1,2026-04-20,LONG,709.340000000000,709.670000000000,0.330000000000,2026-04-20T13:55:00Z,2026-04-20T14:00:00Z,5,WORSE,0.570000000000,0.050000000000,3.200000000000,3.530000000000,-0.650000000000,-0.980000000000,0.520000000000,-0.330000000000,True,10,5,AVAILABLE,AVAILABLE,2026-04-20T13:55:00Z,2026-04-20T14:00:00Z,FAVORABLE_FIRST,2026-04-20T13:55:00Z,2026-04-20T14:03:00Z,FAVORABLE_FIRST,2026-04-20T13:56:00Z,2026-04-20T14:03:00Z,ADVERSE_FIRST,,2026-04-20T14:03:00Z,ADVERSE_FIRST,,2026-04-20T14:03:00Z,FAVORABLE_FIRST,2026-04-20T13:56:00Z,2026-04-20T14:08:00Z,ADVERSE_FIRST,,2026-04-20T14:08:00Z,ADVERSE_FIRST,,2026-04-20T14:08:00Z,ADVERSE_FIRST,,2026-04-20T14:08:00Z,ADVERSE_FIRST,,2026-04-20T14:08:00Z,ADVERSE_FIRST,,2026-04-20T14:01:00Z,ADVERSE_FIRST,,2026-04-20T14:01:00Z,ADVERSE_FIRST,,2026-04-20T14:01:00Z,ADVERSE_FIRST,,2026-04-20T14:01:00Z,ADVERSE_FIRST,,2026-04-20T14:01:00Z,ADVERSE_FIRST,,2026-04-20T14:01:00Z,ADVERSE_FIRST,,2026-04-20T14:01:00Z,ADVERSE_FIRST,,2026-04-20T14:01:00Z,ADVERSE_FIRST,,2026-04-20T14:01:00Z
SPY:2026-04-20:SHORT:2026-04-20T14:50:00+00:00:v1,2026-04-20,SHORT,707.750000000000,707.155000000000,0.595000000000,2026-04-20T14:55:00Z,2026-04-20T15:00:00Z,5,WORSE,1.610000000000,1.015000000000,1.050000000000,1.645000000000,-0.940000000000,-1.535000000000,0.595000000000,-0.595000000000,True,205,200,AVAILABLE,AVAILABLE,2026-04-20T14:55:00Z,2026-04-20T15:00:00Z,FAVORABLE_FIRST,2026-04-20T14:55:00Z,2026-04-20T15:24:00Z,FAVORABLE_FIRST,2026-04-20T14:55:00Z,2026-04-20T15:24:00Z,FAVORABLE_FIRST,2026-04-20T14:56:00Z,2026-04-20T15:24:00Z,FAVORABLE_FIRST,2026-04-20T15:03:00Z,2026-04-20T15:24:00Z,FAVORABLE_FIRST,2026-04-20T14:55:00Z,2026-04-20T15:24:00Z,FAVORABLE_FIRST,2026-04-20T14:56:00Z,2026-04-20T15:24:00Z,FAVORABLE_FIRST,2026-04-20T15:03:00Z,2026-04-20T15:24:00Z,FAVORABLE_FIRST,2026-04-20T15:07:00Z,2026-04-20T15:24:00Z,ADVERSE_FIRST,,2026-04-20T15:24:00Z,ADVERSE_FIRST,2026-04-20T15:03:00Z,2026-04-20T15:00:00Z,ADVERSE_FIRST,2026-04-20T15:04:00Z,2026-04-20T15:00:00Z,ADVERSE_FIRST,2026-04-20T15:06:00Z,2026-04-20T15:00:00Z,ADVERSE_FIRST,2026-04-20T15:07:00Z,2026-04-20T15:00:00Z,ADVERSE_FIRST,2026-04-20T15:04:00Z,2026-04-20T15:00:00Z,ADVERSE_FIRST,2026-04-20T15:06:00Z,2026-04-20T15:00:00Z,ADVERSE_FIRST,2026-04-20T15:07:00Z,2026-04-20T15:00:00Z,ADVERSE_FIRST,,2026-04-20T15:00:00Z,ADVERSE_FIRST,,2026-04-20T15:00:00Z
SPY:2026-04-20:SHORT:2026-04-20T18:26:00+00:00:v1,2026-04-20,SHORT,708.320000000000,708.310000000000,0.010000000000,2026-04-20T18:30:00Z,2026-04-20T18:35:00Z,5,UNCHANGED_WITHIN_ONE_CENT,0.720000000000,0.710000000000,0.480000000000,0.490000000000,-0.370000000000,-0.380000000000,0.010000000000,-0.010000000000,True,25,20,AVAILABLE,AVAILABLE,2026-04-20T18:30:00Z,2026-04-20T18:35:00Z,FAVORABLE_FIRST,2026-04-20T18:32:00Z,2026-04-20T18:54:00Z,ADVERSE_FIRST,2026-04-20T19:34:00Z,2026-04-20T18:54:00Z,ADVERSE_FIRST,,2026-04-20T18:54:00Z,ADVERSE_FIRST,,2026-04-20T18:54:00Z,FAVORABLE_FIRST,2026-04-20T19:34:00Z,2026-04-20T19:59:00Z,ADVERSE_FIRST,,2026-04-20T19:59:00Z,ADVERSE_FIRST,,2026-04-20T19:59:00Z,ADVERSE_FIRST,,2026-04-20T19:59:00Z,ADVERSE_FIRST,,2026-04-20T19:59:00Z,FAVORABLE_FIRST,2026-04-20T18:36:00Z,2026-04-20T18:54:00Z,ADVERSE_FIRST,2026-04-20T19:34:00Z,2026-04-20T18:54:00Z,ADVERSE_FIRST,,2026-04-20T18:54:00Z,ADVERSE_FIRST,,2026-04-20T18:54:00Z,ADVERSE_FIRST,2026-04-20T19:34:00Z,2026-04-20T18:55:00Z,ADVERSE_FIRST,,2026-04-20T18:55:00Z,ADVERSE_FIRST,,2026-04-20T18:55:00Z,ADVERSE_FIRST,,2026-04-20T18:55:00Z,ADVERSE_FIRST,,2026-04-20T18:55:00Z
