event_id,session_date,direction,first_price,strong_price,raw_price_difference,entry_disadvantage,delay_minutes,entry_comparison,first_mfe,strong_mfe,first_mae,strong_mae,first_eod_move,strong_eod_move,mfe_lost,mae_improvement,same_pair_excursions_available,first_minutes_to_reclaim,strong_minutes_to_reclaim,first_timestamp,first_reclaim_timestamp,first_0.25_0.25_result,first_0.25_0.25_favorable_hit,first_0.25_0.25_adverse_hit,first_0.50_0.25_result,first_0.50_0.25_favorable_hit,first_0.50_0.25_adverse_hit,first_0.75_0.25_result,first_0.75_0.25_favorable_hit,first_0.75_0.25_adverse_hit,first_1.00_0.25_result,first_1.00_0.25_favorable_hit,first_1.00_0.25_adverse_hit,first_0.50_0.30_result,first_0.50_0.30_favorable_hit,first_0.50_0.30_adverse_hit,first_0.75_0.30_result,first_0.75_0.30_favorable_hit,first_0.75_0.30_adverse_hit,first_1.00_0.30_result,first_1.00_0.30_favorable_hit,first_1.00_0.30_adverse_hit,first_1.50_0.30_result,first_1.50_0.30_favorable_hit,first_1.50_0.30_adverse_hit,first_2.00_0.30_result,first_2.00_0.30_favorable_hit,first_2.00_0.30_adverse_hit,strong_timestamp,strong_reclaim_timestamp,strong_0.25_0.25_result,strong_0.25_0.25_favorable_hit,strong_0.25_0.25_adverse_hit,strong_0.50_0.25_result,strong_0.50_0.25_favorable_hit,strong_0.50_0.25_adverse_hit,strong_0.75_0.25_result,strong_0.75_0.25_favorable_hit,strong_0.75_0.25_adverse_hit,strong_1.00_0.25_result,strong_1.00_0.25_favorable_hit,strong_1.00_0.25_adverse_hit,strong_0.50_0.30_result,strong_0.50_0.30_favorable_hit,strong_0.50_0.30_adverse_hit,strong_0.75_0.30_result,strong_0.75_0.30_favorable_hit,strong_0.75_0.30_adverse_hit,strong_1.00_0.30_result,strong_1.00_0.30_favorable_hit,strong_1.00_0.30_adverse_hit,strong_1.50_0.30_result,strong_1.50_0.30_favorable_hit,strong_1.50_0.30_adverse_hit,strong_2.00_0.30_result,strong_2.00_0.30_favorable_hit,strong_2.00_0.30_adverse_hit
SPY:2026-05-26:LONG:2026-05-26T13:55:00+00:00:v1,2026-05-26,LONG,750.780000000000,751.110100000000,0.330100000000,0.330100000000,5,WORSE,1.350000000000,1.019900000000,2.410000000000,2.740100000000,-0.290000000000,-0.620100000000,0.330100000000,-0.330100000000,True,80,75,2026-05-26T14:00:00Z,2026-05-26T15:20:00Z,FAVORABLE_FIRST,2026-05-26T14:03:00Z,2026-05-26T15:07:00Z,FAVORABLE_FIRST,2026-05-26T14:07:00Z,2026-05-26T15:07:00Z,FAVORABLE_FIRST,2026-05-26T14:18:00Z,2026-05-26T15:07:00Z,FAVORABLE_FIRST,2026-05-26T14:20:00Z,2026-05-26T15:07:00Z,FAVORABLE_FIRST,2026-05-26T14:07:00Z,2026-05-26T15:07:00Z,FAVORABLE_FIRST,2026-05-26T14:18:00Z,2026-05-26T15:07:00Z,FAVORABLE_FIRST,2026-05-26T14:20:00Z,2026-05-26T15:07:00Z,ADVERSE_FIRST,,2026-05-26T15:07:00Z,ADVERSE_FIRST,,2026-05-26T15:07:00Z,2026-05-26T14:05:00Z,2026-05-26T15:20:00Z,FAVORABLE_FIRST,2026-05-26T14:07:00Z,2026-05-26T15:02:00Z,FAVORABLE_FIRST,2026-05-26T14:19:00Z,2026-05-26T15:02:00Z,FAVORABLE_FIRST,2026-05-26T14:27:00Z,2026-05-26T15:02:00Z,FAVORABLE_FIRST,2026-05-26T14:40:00Z,2026-05-26T15:02:00Z,FAVORABLE_FIRST,2026-05-26T14:19:00Z,2026-05-26T15:02:00Z,FAVORABLE_FIRST,2026-05-26T14:27:00Z,2026-05-26T15:02:00Z,FAVORABLE_FIRST,2026-05-26T14:40:00Z,2026-05-26T15:02:00Z,ADVERSE_FIRST,,2026-05-26T15:02:00Z,ADVERSE_FIRST,,2026-05-26T15:02:00Z
SPY:2026-05-26:SHORT:2026-05-26T15:45:00+00:00:v1,2026-05-26,SHORT,749.099900000000,748.550000000000,-0.549900000000,0.549900000000,5,WORSE,0.729900000000,0.180000000000,1.770100000000,2.320000000000,-1.390100000000,-1.940000000000,0.549900000000,-0.549900000000,True,35,30,2026-05-26T15:50:00Z,2026-05-26T16:25:00Z,FAVORABLE_FIRST,2026-05-26T15:53:00Z,2026-05-26T16:01:00Z,FAVORABLE_FIRST,2026-05-26T15:54:00Z,2026-05-26T16:01:00Z,ADVERSE_FIRST,,2026-05-26T16:01:00Z,ADVERSE_FIRST,,2026-05-26T16:01:00Z,FAVORABLE_FIRST,2026-05-26T15:54:00Z,2026-05-26T16:02:00Z,ADVERSE_FIRST,,2026-05-26T16:02:00Z,ADVERSE_FIRST,,2026-05-26T16:02:00Z,ADVERSE_FIRST,,2026-05-26T16:02:00Z,ADVERSE_FIRST,,2026-05-26T16:02:00Z,2026-05-26T15:55:00Z,2026-05-26T16:25:00Z,ADVERSE_FIRST,,2026-05-26T15:57:00Z,ADVERSE_FIRST,,2026-05-26T15:57:00Z,ADVERSE_FIRST,,2026-05-26T15:57:00Z,ADVERSE_FIRST,,2026-05-26T15:57:00Z,ADVERSE_FIRST,,2026-05-26T15:58:00Z,ADVERSE_FIRST,,2026-05-26T15:58:00Z,ADVERSE_FIRST,,2026-05-26T15:58:00Z,ADVERSE_FIRST,,2026-05-26T15:58:00Z,ADVERSE_FIRST,,2026-05-26T15:58:00Z
SPY:2026-05-26:SHORT:2026-05-26T16:41:00+00:00:v1,2026-05-26,SHORT,749.240100000000,748.870000000000,-0.370100000000,0.370100000000,5,WORSE,0.740100000000,0.370000000000,1.629900000000,2.000000000000,-1.249900000000,-1.620000000000,0.370100000000,-0.370100000000,True,85,80,2026-05-26T16:45:00Z,2026-05-26T18:10:00Z,FAVORABLE_FIRST,2026-05-26T16:48:00Z,2026-05-26T18:10:00Z,FAVORABLE_FIRST,2026-05-26T17:20:00Z,2026-05-26T18:10:00Z,ADVERSE_FIRST,,2026-05-26T18:10:00Z,ADVERSE_FIRST,,2026-05-26T18:10:00Z,FAVORABLE_FIRST,2026-05-26T17:20:00Z,2026-05-26T18:10:00Z,ADVERSE_FIRST,,2026-05-26T18:10:00Z,ADVERSE_FIRST,,2026-05-26T18:10:00Z,ADVERSE_FIRST,,2026-05-26T18:10:00Z,ADVERSE_FIRST,,2026-05-26T18:10:00Z,2026-05-26T16:50:00Z,2026-05-26T18:10:00Z,ADVERSE_FIRST,2026-05-26T17:25:00Z,2026-05-26T16:51:00Z,ADVERSE_FIRST,,2026-05-26T16:51:00Z,ADVERSE_FIRST,,2026-05-26T16:51:00Z,ADVERSE_FIRST,,2026-05-26T16:51:00Z,ADVERSE_FIRST,,2026-05-26T16:51:00Z,ADVERSE_FIRST,,2026-05-26T16:51:00Z,ADVERSE_FIRST,,2026-05-26T16:51:00Z,ADVERSE_FIRST,,2026-05-26T16:51:00Z,ADVERSE_FIRST,,2026-05-26T16:51:00Z
SPY:2026-05-26:SHORT:2026-05-26T18:55:00+00:00:v1,2026-05-26,SHORT,749.100000000000,749.200000000000,0.100000000000,-0.100000000000,5,BETTER,0.235000000000,0.140000000000,1.770000000000,1.670000000000,-1.390000000000,-1.290000000000,0.095000000000,0.100000000000,True,10,5,2026-05-26T19:00:00Z,2026-05-26T19:10:00Z,ADVERSE_FIRST,,2026-05-26T19:06:00Z,ADVERSE_FIRST,,2026-05-26T19:06:00Z,ADVERSE_FIRST,,2026-05-26T19:06:00Z,ADVERSE_FIRST,,2026-05-26T19:06:00Z,ADVERSE_FIRST,,2026-05-26T19:09:00Z,ADVERSE_FIRST,,2026-05-26T19:09:00Z,ADVERSE_FIRST,,2026-05-26T19:09:00Z,ADVERSE_FIRST,,2026-05-26T19:09:00Z,ADVERSE_FIRST,,2026-05-26T19:09:00Z,2026-05-26T19:05:00Z,2026-05-26T19:10:00Z,ADVERSE_FIRST,,2026-05-26T19:11:00Z,ADVERSE_FIRST,,2026-05-26T19:11:00Z,ADVERSE_FIRST,,2026-05-26T19:11:00Z,ADVERSE_FIRST,,2026-05-26T19:11:00Z,ADVERSE_FIRST,,2026-05-26T19:18:00Z,ADVERSE_FIRST,,2026-05-26T19:18:00Z,ADVERSE_FIRST,,2026-05-26T19:18:00Z,ADVERSE_FIRST,,2026-05-26T19:18:00Z,ADVERSE_FIRST,,2026-05-26T19:18:00Z
SPY:2026-05-26:LONG:2026-05-26T19:44:00+00:00:v1,2026-05-26,LONG,750.510000000000,750.590000000000,0.080000000000,0.080000000000,5,WORSE,0.360000000000,0.280000000000,0.470000000000,0.550000000000,-0.020000000000,-0.100000000000,0.080000000000,-0.080000000000,True,,,2026-05-26T19:45:00Z,,FAVORABLE_FIRST,2026-05-26T19:50:00Z,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,2026-05-26T19:50:00Z,,FAVORABLE_FIRST,2026-05-26T19:53:00Z,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z,ADVERSE_FIRST,,2026-05-26T19:58:00Z
SPY:2026-05-27:SHORT:2026-05-27T13:40:00+00:00:v1,2026-05-27,SHORT,749.470000000000,749.570000000000,0.100000000000,-0.100000000000,5,BETTER,1.250000000000,1.350000000000,1.910000000000,1.810000000000,-1.000000000000,-0.900000000000,-0.100000000000,0.100000000000,True,15,10,2026-05-27T13:45:00Z,2026-05-27T14:00:00Z,ADVERSE_FIRST,2026-05-27T15:19:00Z,2026-05-27T13:46:00Z,ADVERSE_FIRST,2026-05-27T15:21:00Z,2026-05-27T13:46:00Z,ADVERSE_FIRST,2026-05-27T15:44:00Z,2026-05-27T13:46:00Z,ADVERSE_FIRST,2026-05-27T15:48:00Z,2026-05-27T13:46:00Z,ADVERSE_FIRST,2026-05-27T15:21:00Z,2026-05-27T13:46:00Z,ADVERSE_FIRST,2026-05-27T15:44:00Z,2026-05-27T13:46:00Z,ADVERSE_FIRST,2026-05-27T15:48:00Z,2026-05-27T13:46:00Z,ADVERSE_FIRST,,2026-05-27T13:46:00Z,ADVERSE_FIRST,,2026-05-27T13:46:00Z,2026-05-27T13:50:00Z,2026-05-27T14:00:00Z,ADVERSE_FIRST,2026-05-27T14:33:00Z,2026-05-27T13:51:00Z,ADVERSE_FIRST,2026-05-27T15:21:00Z,2026-05-27T13:51:00Z,ADVERSE_FIRST,2026-05-27T15:44:00Z,2026-05-27T13:51:00Z,ADVERSE_FIRST,2026-05-27T15:44:00Z,2026-05-27T13:51:00Z,ADVERSE_FIRST,2026-05-27T15:21:00Z,2026-05-27T13:51:00Z,ADVERSE_FIRST,2026-05-27T15:44:00Z,2026-05-27T13:51:00Z,ADVERSE_FIRST,2026-05-27T15:44:00Z,2026-05-27T13:51:00Z,ADVERSE_FIRST,,2026-05-27T13:51:00Z,ADVERSE_FIRST,,2026-05-27T13:51:00Z
SPY:2026-05-27:SHORT:2026-05-27T14:24:00+00:00:v1,2026-05-27,SHORT,750.150000000000,750.045000000000,-0.105000000000,0.105000000000,5,WORSE,1.930000000000,1.825000000000,0.980000000000,1.085000000000,-0.320000000000,-0.425000000000,0.105000000000,-0.105000000000,True,15,10,2026-05-27T14:25:00Z,2026-05-27T14:40:00Z,FAVORABLE_FIRST,2026-05-27T14:26:00Z,2026-05-27T14:30:00Z,FAVORABLE_FIRST,2026-05-27T14:26:00Z,2026-05-27T14:30:00Z,ADVERSE_FIRST,2026-05-27T14:33:00Z,2026-05-27T14:30:00Z,ADVERSE_FIRST,2026-05-27T15:19:00Z,2026-05-27T14:30:00Z,FAVORABLE_FIRST,2026-05-27T14:26:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T14:33:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T15:19:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T15:44:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,,2026-05-27T14:31:00Z,2026-05-27T14:30:00Z,2026-05-27T14:40:00Z,ADVERSE_FIRST,2026-05-27T14:33:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T14:33:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T14:33:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T15:21:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T14:33:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T14:33:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T15:21:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,2026-05-27T15:44:00Z,2026-05-27T14:31:00Z,ADVERSE_FIRST,,2026-05-27T14:31:00Z
SPY:2026-05-27:SHORT:2026-05-27T14:45:00+00:00:v1,2026-05-27,SHORT,750.000000000000,750.300000000000,0.300000000000,-0.300000000000,5,BETTER,1.780000000000,2.080000000000,1.130000000000,0.830000000000,-0.470000000000,-0.170000000000,-0.300000000000,0.300000000000,True,120,115,2026-05-27T14:50:00Z,2026-05-27T16:50:00Z,ADVERSE_FIRST,2026-05-27T14:56:00Z,2026-05-27T14:51:00Z,ADVERSE_FIRST,2026-05-27T14:56:00Z,2026-05-27T14:51:00Z,ADVERSE_FIRST,2026-05-27T15:19:00Z,2026-05-27T14:51:00Z,ADVERSE_FIRST,2026-05-27T15:21:00Z,2026-05-27T14:51:00Z,ADVERSE_FIRST,2026-05-27T14:56:00Z,2026-05-27T14:54:00Z,ADVERSE_FIRST,2026-05-27T15:19:00Z,2026-05-27T14:54:00Z,ADVERSE_FIRST,2026-05-27T15:21:00Z,2026-05-27T14:54:00Z,ADVERSE_FIRST,2026-05-27T15:48:00Z,2026-05-27T14:54:00Z,ADVERSE_FIRST,,2026-05-27T14:54:00Z,2026-05-27T14:55:00Z,2026-05-27T16:50:00Z,FAVORABLE_FIRST,2026-05-27T14:56:00Z,2026-05-27T16:50:00Z,FAVORABLE_FIRST,2026-05-27T14:56:00Z,2026-05-27T16:50:00Z,FAVORABLE_FIRST,2026-05-27T14:56:00Z,2026-05-27T16:50:00Z,FAVORABLE_FIRST,2026-05-27T15:19:00Z,2026-05-27T16:50:00Z,FAVORABLE_FIRST,2026-05-27T14:56:00Z,2026-05-27T16:50:00Z,FAVORABLE_FIRST,2026-05-27T14:56:00Z,2026-05-27T16:50:00Z,FAVORABLE_FIRST,2026-05-27T15:19:00Z,2026-05-27T16:50:00Z,FAVORABLE_FIRST,2026-05-27T15:44:00Z,2026-05-27T16:50:00Z,ADVERSE_FIRST,2026-05-27T17:09:00Z,2026-05-27T16:50:00Z
SPY:2026-05-27:SHORT:2026-05-27T16:52:00+00:00:v1,2026-05-27,SHORT,750.109900000000,749.790000000000,-0.319900000000,0.319900000000,5,WORSE,1.889900000000,1.570000000000,1.020100000000,1.340000000000,-0.360100000000,-0.680000000000,0.319900000000,-0.319900000000,True,90,85,2026-05-27T16:55:00Z,2026-05-27T18:25:00Z,FAVORABLE_FIRST,2026-05-27T16:56:00Z,2026-05-27T18:18:00Z,FAVORABLE_FIRST,2026-05-27T16:56:00Z,2026-05-27T18:18:00Z,FAVORABLE_FIRST,2026-05-27T17:06:00Z,2026-05-27T18:18:00Z,FAVORABLE_FIRST,2026-05-27T17:06:00Z,2026-05-27T18:18:00Z,FAVORABLE_FIRST,2026-05-27T16:56:00Z,2026-05-27T18:20:00Z,FAVORABLE_FIRST,2026-05-27T17:06:00Z,2026-05-27T18:20:00Z,FAVORABLE_FIRST,2026-05-27T17:06:00Z,2026-05-27T18:20:00Z,FAVORABLE_FIRST,2026-05-27T17:08:00Z,2026-05-27T18:20:00Z,ADVERSE_FIRST,,2026-05-27T18:20:00Z,2026-05-27T17:00:00Z,2026-05-27T18:25:00Z,FAVORABLE_FIRST,2026-05-27T17:01:00Z,2026-05-27T17:55:00Z,FAVORABLE_FIRST,2026-05-27T17:06:00Z,2026-05-27T17:55:00Z,FAVORABLE_FIRST,2026-05-27T17:07:00Z,2026-05-27T17:55:00Z,FAVORABLE_FIRST,2026-05-27T17:08:00Z,2026-05-27T17:55:00Z,FAVORABLE_FIRST,2026-05-27T17:06:00Z,2026-05-27T18:16:00Z,FAVORABLE_FIRST,2026-05-27T17:07:00Z,2026-05-27T18:16:00Z,FAVORABLE_FIRST,2026-05-27T17:08:00Z,2026-05-27T18:16:00Z,FAVORABLE_FIRST,2026-05-27T17:09:00Z,2026-05-27T18:16:00Z,ADVERSE_FIRST,,2026-05-27T18:16:00Z
SPY:2026-05-28:LONG:2026-05-28T14:07:00+00:00:v1,2026-05-28,LONG,750.640000000000,753.060000000000,2.420000000000,2.420000000000,5,WORSE,4.510000000000,2.090000000000,0.510000000000,1.330000000000,4.000000000000,1.580000000000,2.420000000000,-0.820000000000,True,,,2026-05-28T14:10:00Z,,ADVERSE_FIRST,2026-05-28T14:12:00Z,2026-05-28T14:11:00Z,ADVERSE_FIRST,2026-05-28T14:12:00Z,2026-05-28T14:11:00Z,ADVERSE_FIRST,2026-05-28T14:12:00Z,2026-05-28T14:11:00Z,ADVERSE_FIRST,2026-05-28T14:12:00Z,2026-05-28T14:11:00Z,ADVERSE_FIRST,2026-05-28T14:12:00Z,2026-05-28T14:11:00Z,ADVERSE_FIRST,2026-05-28T14:12:00Z,2026-05-28T14:11:00Z,ADVERSE_FIRST,2026-05-28T14:12:00Z,2026-05-28T14:11:00Z,ADVERSE_FIRST,2026-05-28T14:12:00Z,2026-05-28T14:11:00Z,ADVERSE_FIRST,2026-05-28T14:12:00Z,2026-05-28T14:11:00Z,2026-05-28T14:15:00Z,,ADVERSE_FIRST,2026-05-28T14:18:00Z,2026-05-28T14:16:00Z,ADVERSE_FIRST,2026-05-28T15:02:00Z,2026-05-28T14:16:00Z,ADVERSE_FIRST,2026-05-28T15:05:00Z,2026-05-28T14:16:00Z,ADVERSE_FIRST,2026-05-28T15:28:00Z,2026-05-28T14:16:00Z,ADVERSE_FIRST,2026-05-28T15:02:00Z,2026-05-28T14:16:00Z,ADVERSE_FIRST,2026-05-28T15:05:00Z,2026-05-28T14:16:00Z,ADVERSE_FIRST,2026-05-28T15:28:00Z,2026-05-28T14:16:00Z,ADVERSE_FIRST,2026-05-28T16:24:00Z,2026-05-28T14:16:00Z,ADVERSE_FIRST,2026-05-28T19:37:00Z,2026-05-28T14:16:00Z
SPY:2026-05-29:LONG:2026-05-29T13:35:00+00:00:v1,2026-05-29,LONG,756.720000000000,757.470000000000,0.750000000000,0.750000000000,5,WORSE,1.360000000000,0.610000000000,2.030000000000,2.780000000000,-0.320000000000,-1.070000000000,0.750000000000,-0.750000000000,True,45,40,2026-05-29T13:40:00Z,2026-05-29T14:25:00Z,FAVORABLE_FIRST,2026-05-29T13:41:00Z,2026-05-29T14:19:00Z,FAVORABLE_FIRST,2026-05-29T13:41:00Z,2026-05-29T14:19:00Z,FAVORABLE_FIRST,2026-05-29T13:44:00Z,2026-05-29T14:19:00Z,FAVORABLE_FIRST,2026-05-29T13:45:00Z,2026-05-29T14:19:00Z,FAVORABLE_FIRST,2026-05-29T13:41:00Z,2026-05-29T14:24:00Z,FAVORABLE_FIRST,2026-05-29T13:44:00Z,2026-05-29T14:24:00Z,FAVORABLE_FIRST,2026-05-29T13:45:00Z,2026-05-29T14:24:00Z,ADVERSE_FIRST,,2026-05-29T14:24:00Z,ADVERSE_FIRST,,2026-05-29T14:24:00Z,2026-05-29T13:45:00Z,2026-05-29T14:25:00Z,FAVORABLE_FIRST,2026-05-29T13:53:00Z,2026-05-29T14:11:00Z,FAVORABLE_FIRST,2026-05-29T14:00:00Z,2026-05-29T14:11:00Z,ADVERSE_FIRST,,2026-05-29T14:11:00Z,ADVERSE_FIRST,,2026-05-29T14:11:00Z,FAVORABLE_FIRST,2026-05-29T14:00:00Z,2026-05-29T14:15:00Z,ADVERSE_FIRST,,2026-05-29T14:15:00Z,ADVERSE_FIRST,,2026-05-29T14:15:00Z,ADVERSE_FIRST,,2026-05-29T14:15:00Z,ADVERSE_FIRST,,2026-05-29T14:15:00Z
SPY:2026-05-29:LONG:2026-05-29T14:25:00+00:00:v1,2026-05-29,LONG,756.600000000000,756.910000000000,0.310000000000,0.310000000000,5,WORSE,1.220000000000,0.910000000000,1.910000000000,2.220000000000,-0.200000000000,-0.510000000000,0.310000000000,-0.310000000000,True,10,5,2026-05-29T14:30:00Z,2026-05-29T14:40:00Z,ADVERSE_FIRST,2026-05-29T14:34:00Z,2026-05-29T14:32:00Z,ADVERSE_FIRST,2026-05-29T15:12:00Z,2026-05-29T14:32:00Z,ADVERSE_FIRST,2026-05-29T15:15:00Z,2026-05-29T14:32:00Z,ADVERSE_FIRST,2026-05-29T16:37:00Z,2026-05-29T14:32:00Z,ADVERSE_FIRST,2026-05-29T15:12:00Z,2026-05-29T14:32:00Z,ADVERSE_FIRST,2026-05-29T15:15:00Z,2026-05-29T14:32:00Z,ADVERSE_FIRST,2026-05-29T16:37:00Z,2026-05-29T14:32:00Z,ADVERSE_FIRST,,2026-05-29T14:32:00Z,ADVERSE_FIRST,,2026-05-29T14:32:00Z,2026-05-29T14:35:00Z,2026-05-29T14:40:00Z,ADVERSE_FIRST,2026-05-29T15:12:00Z,2026-05-29T14:36:00Z,ADVERSE_FIRST,2026-05-29T15:15:00Z,2026-05-29T14:36:00Z,ADVERSE_FIRST,2026-05-29T16:39:00Z,2026-05-29T14:36:00Z,ADVERSE_FIRST,,2026-05-29T14:36:00Z,ADVERSE_FIRST,2026-05-29T15:15:00Z,2026-05-29T14:36:00Z,ADVERSE_FIRST,2026-05-29T16:39:00Z,2026-05-29T14:36:00Z,ADVERSE_FIRST,,2026-05-29T14:36:00Z,ADVERSE_FIRST,,2026-05-29T14:36:00Z,ADVERSE_FIRST,,2026-05-29T14:36:00Z
SPY:2026-05-29:SHORT:2026-05-29T14:42:00+00:00:v1,2026-05-29,SHORT,755.175000000000,755.010000000000,-0.165000000000,0.165000000000,5,WORSE,0.455000000000,0.040000000000,2.645000000000,2.810000000000,-1.225000000000,-1.390000000000,0.415000000000,-0.165000000000,True,10,5,2026-05-29T14:45:00Z,2026-05-29T14:55:00Z,FAVORABLE_FIRST,2026-05-29T14:46:00Z,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,2026-05-29T14:50:00Z,2026-05-29T14:55:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z,ADVERSE_FIRST,,2026-05-29T14:51:00Z
SPY:2026-05-29:LONG:2026-05-29T15:00:00+00:00:v1,2026-05-29,LONG,756.330000000000,756.699900000000,0.369900000000,0.369900000000,5,WORSE,1.490000000000,1.120100000000,1.200000000000,1.569900000000,0.070000000000,-0.299900000000,0.369900000000,-0.369900000000,True,160,155,2026-05-29T15:05:00Z,2026-05-29T17:45:00Z,FAVORABLE_FIRST,2026-05-29T15:08:00Z,2026-05-29T17:43:00Z,FAVORABLE_FIRST,2026-05-29T15:10:00Z,2026-05-29T17:43:00Z,FAVORABLE_FIRST,2026-05-29T15:12:00Z,2026-05-29T17:43:00Z,FAVORABLE_FIRST,2026-05-29T15:15:00Z,2026-05-29T17:43:00Z,FAVORABLE_FIRST,2026-05-29T15:10:00Z,2026-05-29T17:44:00Z,FAVORABLE_FIRST,2026-05-29T15:12:00Z,2026-05-29T17:44:00Z,FAVORABLE_FIRST,2026-05-29T15:15:00Z,2026-05-29T17:44:00Z,ADVERSE_FIRST,,2026-05-29T17:44:00Z,ADVERSE_FIRST,,2026-05-29T17:44:00Z,2026-05-29T15:10:00Z,2026-05-29T17:45:00Z,FAVORABLE_FIRST,2026-05-29T15:11:00Z,2026-05-29T15:20:00Z,FAVORABLE_FIRST,2026-05-29T15:12:00Z,2026-05-29T15:20:00Z,ADVERSE_FIRST,2026-05-29T16:10:00Z,2026-05-29T15:20:00Z,ADVERSE_FIRST,2026-05-29T16:39:00Z,2026-05-29T15:20:00Z,FAVORABLE_FIRST,2026-05-29T15:12:00Z,2026-05-29T15:20:00Z,ADVERSE_FIRST,2026-05-29T16:10:00Z,2026-05-29T15:20:00Z,ADVERSE_FIRST,2026-05-29T16:39:00Z,2026-05-29T15:20:00Z,ADVERSE_FIRST,,2026-05-29T15:20:00Z,ADVERSE_FIRST,,2026-05-29T15:20:00Z
SPY:2026-05-29:LONG:2026-05-29T18:30:00+00:00:v1,2026-05-29,LONG,756.710000000000,756.620000000000,-0.090000000000,-0.090000000000,5,BETTER,0.920000000000,1.010000000000,1.350000000000,1.260000000000,-0.310000000000,-0.220000000000,-0.090000000000,0.090000000000,True,15,10,2026-05-29T18:35:00Z,2026-05-29T18:50:00Z,ADVERSE_FIRST,2026-05-29T19:30:00Z,2026-05-29T18:38:00Z,ADVERSE_FIRST,2026-05-29T19:34:00Z,2026-05-29T18:38:00Z,ADVERSE_FIRST,2026-05-29T19:38:00Z,2026-05-29T18:38:00Z,ADVERSE_FIRST,,2026-05-29T18:38:00Z,ADVERSE_FIRST,2026-05-29T19:34:00Z,2026-05-29T18:43:00Z,ADVERSE_FIRST,2026-05-29T19:38:00Z,2026-05-29T18:43:00Z,ADVERSE_FIRST,,2026-05-29T18:43:00Z,ADVERSE_FIRST,,2026-05-29T18:43:00Z,ADVERSE_FIRST,,2026-05-29T18:43:00Z,2026-05-29T18:40:00Z,2026-05-29T18:50:00Z,ADVERSE_FIRST,2026-05-29T19:28:00Z,2026-05-29T18:44:00Z,ADVERSE_FIRST,2026-05-29T19:31:00Z,2026-05-29T18:44:00Z,ADVERSE_FIRST,2026-05-29T19:35:00Z,2026-05-29T18:44:00Z,ADVERSE_FIRST,2026-05-29T19:42:00Z,2026-05-29T18:44:00Z,ADVERSE_FIRST,2026-05-29T19:31:00Z,2026-05-29T18:45:00Z,ADVERSE_FIRST,2026-05-29T19:35:00Z,2026-05-29T18:45:00Z,ADVERSE_FIRST,2026-05-29T19:42:00Z,2026-05-29T18:45:00Z,ADVERSE_FIRST,,2026-05-29T18:45:00Z,ADVERSE_FIRST,,2026-05-29T18:45:00Z
